BSE Code,company_name,NEWSID,headline,subcategory,extracted_json,raw_text_preview,_provenance,llm_error
500049,Bharat Electronics Limited,7f42dedf-9d15-4535-8f0d-2e2b1de80dd5,Intimation of Completion of Tenure of Independent Director.,Change in Directorate,"{""director_changes"": [{""name"": ""Mrs. Shyama Singh"", ""event"": ""ceased"", ""effective_date"": ""2025-02-07"", ""reason"": ""completion of tenure"", ""is_independent"": true}], ""auditor_changes"": [], ""credit_rating_changes"": []}","VTtcT
cjxi
BHARAT ELECTRONICS
TTR?T ^
clcj^
lPlcHH (clft^'S
(""•TRcT 'HVchK
<f>T vitJH, 75TT
HviTlyfl cFTOteHT :
f'
t7!
’TFFTRT, el'lojx - 560 045, ^TR?T
Bharat Electronics Limited
(Govt, of India Enterprise, Ministry of Defence)
Registered Office : Outer Ring Road,
Nagavara, Bangalore - 560 045, IND",ok,
500049,Bharat Electronics Limited,097c60e2-e078-43fa-96c7-3d982aaf7f94,Intimation of Completion of Tenure of Independent Director.,Change in Directorate,"{""director_changes"": [{""name"": ""Mr. Gokulan B"", ""event"": ""ceased"", ""effective_date"": ""2025-01-20"", ""reason"": ""term_ended"", ""is_independent"": true}], ""auditor_changes"": [], ""credit_rating_changes"": []}","wrzcT $o)crg/Picrt-i
BHARATELECTRONICS
*TR?T^
cF^
RRT
(*TRcT TRtpR cRT vJEJ-H, 75TT H^lpl^)
31Kiev ff*T Tte, HHMKI, ^
rjcJT - 560 045, '•TTCTT
Bharat Electronics Limited
srfcteT #/ To,
f$r ./ BSE Ltd.
il=u[
Phiroze Jeejeebhoy Towers
^TTT
Dalai Street
Mt/ Mumbai- 400 001
(Govt, of India Enterprise, M",ok,
500049,Bharat Electronics Limited,51ff30f9-3617-489a-a106-b5f366c04d1c,Intimation of Completion of Tenure of Independent Director(s).,Change in Directorate,"{""director_changes"": [{""name"": ""Dr. Parthasarathi P V"", ""event"": ""ceased"", ""effective_date"": ""2024-12-28"", ""reason"": ""term_ended"", ""is_independent"": true}, {""name"": ""Shri. Mansukhbhai Shamjibhai Khachariya"", ""event"": ""ceased"", ""effective_date"": ""2024-12-28"", ""reason"": ""term_ended"", ""is_independent"": true}, {""name"": ""Dr. Santhoshkumar N"", ""event"": ""ceased"", ""effective_date"": ""2024-12-28"", ""reason"": ""term_ended"", ""is_independent"": true}, {""name"": ""Shri. Prafulla Kumar Choudhury"", ""event"": ""ceased"", ""effective_date"": ""2024-12-28"", ""reason"": ""term_ended"", ""is_independent"": true}, {""name"": ""Dr. Shiv Nath Yadav"", ""event"": ""ceased"", ""effective_date"": ""2024-12-28"", ""reason"": ""term_ended"", ""is_independent"": true}], ""auditor_changes"": [], ""credit_rating_changes"": []}","WYcT $e)cfg7Plcfti
BHARATELECTRONICS
TTTTcT $elc|^
iP|cHi
( HKcI 'H'JCIJK
CPT
7STT
cpraferar :
JMWd'J f^
T Tte, HHNKI, «ho£< - 560 045, '»TRcT
Bharat Electronics Limited
(Govt, of India Enterprise, Ministry of Defence)
Registered Office : Outer Ring Road,
Nagavara, Bangalore - 560 045, INDIA.
CIN : ",ok,
500049,Bharat Electronics Limited,78e384c5-2f56-4b29-bae6-f315b96177b3,Appointment of Statutory Auditor for the Financial Year 2024-25,Appointment of Statutory Auditor/s,"{""director_changes"": [], ""auditor_changes"": [{""old_auditor"": null, ""new_auditor"": ""Rao & Emmar, Chartered Accountants"", ""effective_date"": ""2024-09-19"", ""reason_stated"": ""Appointment""}], ""credit_rating_changes"": []}","/ To,
/ The Manager
fÿwr/ Listing Department
fÿT ./BSE Ltd.
Phiroze Jeejeebhoy Towers
ÿf
t
e/Dalal Street
ijcrf/Mumbai - 400 001
HTYcT gcJc
f
cfPichU
BHARAT ELECTRONICS
""HRcT ÿ
cfÿ
rcRT fe
r
fÿ
S
vrcfr cri 7«n Tbncm)
cRTHfeRT :
3TF3ÿ fÿ
T Yte, HHMKI, #TcJ7 - 560 045, WcT
Bharat Electronics Limited
ÿ",ok,
500049,Bharat Electronics Limited,019f668d-d188-4f9e-9543-43966813a94f,Intimation of Change in Director(s).,Change in Directorate,"{""director_changes"": [{""name"": ""Rajeev Prakash"", ""event"": ""appointed"", ""effective_date"": ""2024-09-10"", ""reason"": null, ""is_independent"": null}, {""name"": ""T Natarajan"", ""event"": ""ceased"", ""effective_date"": ""2024-09-10"", ""reason"": ""regulatory_age"", ""is_independent"": null}], ""auditor_changes"": [], ""credit_rating_changes"": []}","WTZcT $e)ctglPicM
The Manager
f%fÿ
r fÿfTFT Listing Department
BSE Limited
ÿtpft
P J Towers, Dalai Street,
400001,
Mumbai- 400001, Maharashtra.
fePT ÿnr/Scrip Code: 500049
BHARAT ELECTRONICS
ÿ
cFÿ
fcRT
(TRtT TRWR cPT vJÿFf, ?STT HtHcHÿI)
cP
r
atcRI :
fÿ
T T
t
e, HMWWI, - 560 045, TTÿ
T
Bharat Electr",ok,
500049,Bharat Electronics Limited,49c2bd3b-4723-4f65-8fc0-6e1ecdad4c01,Appointment of Director (BG),Change in Directorate,"{""director_changes"": [{""name"": ""Shri Rajnish Sharma"", ""event"": ""appointed"", ""effective_date"": ""2024-08-10"", ""reason"": null, ""is_independent"": null}], ""auditor_changes"": [], ""credit_rating_changes"": []}","é/ To,
@
.BSE Ltd.
Phiroze Jeejeebhoy Towers
Dalai Street
Numbai — 400 001
W/Scrip Code: 500049
é.No. 17565/4/SE/MUMC/SEC
/ Date: 10.08.2024
Dear Sir/Madam,
awAeArriecrRONics
W,
,
- 560
045,
Bharat Electronics Limited
(Govt. of India Enterprise, Ministry of Defence)
Registered Office: Outer Ring Roa",ok,
500049,Bharat Electronics Limited,b2a6b61f-f0c0-4849-af45-3a1e42227bbe,Intimation of Appointment of Chairman and Managing Director and Change in Director.,Change in Directorate,"{""director_changes"": [{""name"": ""Shri Manoj Jain"", ""event"": ""appointed"", ""effective_date"": ""2024-06-20"", ""reason"": null, ""is_independent"": null}], ""auditor_changes"": [], ""credit_rating_changes"": []}",",E
r
fcTST if/ To,
BSE Ltd.
RtCN £l=)4
Phiroze Jeejeebhoy Towers
ÿ
TTW Dalai Street
Mumbai - 400 001
ÿ
""/Scrip Code: 500049
t. No. 17565/4/SE/MUMC/SEC
fÿ
Tiÿ / Date: 20.06.2024
/ TTftÿ
TT,
Dear Sir/Madam,
Rg-H - srgg-gf SRST Pl-qFÿ) I
Sub: Intimation of Appointment of Chairman and Managing Director ",ok,
500049,Bharat Electronics Limited,cd87e7da-cf8f-44d0-81ad-da9376eed024,Intimation of Credit Rating.,Credit Rating,"{""director_changes"": [], ""auditor_changes"": [], ""credit_rating_changes"": [{""agency"": ""ICRA"", ""rating_old"": null, ""rating_new"": ""AAA (Stable)"", ""outlook_old"": null, ""outlook_new"": ""Stable"", ""effective_date"": ""2025-02-14"", ""direction"": ""reaffirmed""}, {""agency"": ""ICRA"", ""rating_old"": null, ""rating_new"": ""A1+ (Stable)"", ""outlook_old"": null, ""outlook_new"": ""Stable"", ""effective_date"": ""2025-02-14"", ""direction"": ""reaffirmed""}]}","The Manager
Rifwi f%wr Listing Department
ÿftft 3fFF fÿr.
ÿ"".ÿqÿr.f ÿ RlPte<s BSE Limited
25ÿf TrfÿRT, SRRf,
251h Floor, P J Towers, Dalai Street,
400001,
Mumbai- 400001, Maharashtra.
.No. 17565/4/SE/MUMC/SEC
fÿ
TPF / Date: 10.04.2024
m?cT $o)ctg7Pichu
BHARAT ELECTRONICS
iTRcf ÿ
cfÿtPrcRT
(TTTcf *Nc",ok,
500049,Bharat Electronics Limited,9e7fc649-6ab3-407b-b3ee-c5f5dd674d54,Intimation of Credit Rating.,Credit Rating,"{""director_changes"": [], ""auditor_changes"": [], ""credit_rating_changes"": [{""agency"": ""ICRA"", ""rating_old"": null, ""rating_new"": ""ICRA AAA (Stable)"", ""outlook_old"": null, ""outlook_new"": ""Stable"", ""effective_date"": ""2025-02-14"", ""direction"": ""reaffirmed""}]}","The Manager
Listing Department
3tfr tfÿrr fÿr.
BSE Limited
25ÿf Ttfÿ
r
ar, siNRf,
251h Floor, P J Towers, Dalai Street,
*j3rf- 400001,
Mumbai- 400001, Maharashtra.
t.No. 17565/4/SE/MUMC/SEC
/ Date: 21.02.2024
TTftÿr / TTÿ
TT,
Dear Sir/Madam,
BHARAT ELECTRONICS
TTTCcT ÿelcjÿPlcKi
(TTRT WcbU ÿ WT, T5T",ok,
500049,Bharat Electronics Limited,31bbfd39-76ae-4be4-838a-2f496790a57a,Intimation of Appointment of Statutory Auditors for the FY 2023-24.,Appointment of Statutory Auditor/s,"{""director_changes"": [], ""auditor_changes"": [{""old_auditor"": null, ""new_auditor"": ""M/s P G Bhagwat LLP, Chartered Accountants"", ""effective_date"": ""2023-09-18"", ""reason_stated"": ""Appointment""}], ""credit_rating_changes"": []}","3rfÿST#To,
f*r. BSE Ltd.
4141«IN iN<f
PhirozeJeejeebhoy Towers
Dalai Street
g®rf Mumbai - 400 001
*f .No. 17565/4/SE/MUMC/SEC
fÿ
Tfsp/ Date: 12.10.2023
mzcT $o)c/g7Picm
BHARAT ELECTRONICS
ÿTRcT ÿ
cÿf
f
tcRT
(
ÿ>TRcT H-=lloKl)
cprote
r
a :
3?T3ÿ f>fn T
t
e, HI'WWI, tncJ7 - 560 045, TRcT
Bharat Electr",ok,
500049,Bharat Electronics Limited,8925bb82-bcd2-485f-b437-2f280fc64a9e,Intimation of Change in Directorate.,Change in Directorate,"{""director_changes"": [{""name"": ""Shri. Vinay Kumar Katyal"", ""event"": ""ceased"", ""effective_date"": ""2023-08-01"", ""reason"": ""retirement"", ""is_independent"": null}, {""name"": ""Shri. Manoj Jain"", ""event"": ""appointed"", ""effective_date"": ""2023-08-01"", ""reason"": ""assigned additional charge by Ministry of Defence"", ""is_independent"": null}], ""auditor_changes"": [], ""credit_rating_changes"": []}","srfc
t
eT #/ To,
f%. / BSE Ltd.
sjflÿTN M dNÿT
Phiroze Jeejeebhoy Towers
ÿr
r
ar *£
t
e/ Dalai Street
ÿf/ Mumbai - 400 001
»/77?f gcJcfglPlchM
BHARAT ELECTRONICS
W?T ÿe
f
aÿfftcRT
(*TTC?r TOR cPI \JER, WfT V5TIvRi)
cRR
r
icPI :
fin T
t
e, HMMWI, #*Tc£7 - 560 045, TTTcf
Bharat Electronics Limited
(Go",ok,
500049,Bharat Electronics Limited,9bf319d3-d6f1-4e18-8caf-11525cdd7c39,"Intimation of Appointment of Director (Marketing):  Regulation 30(2) of SEBI (LODR) Regulations, 2015.",Change in Directorate,"{""director_changes"": [{""name"": ""Shri K V Suresh Kumar"", ""event"": ""appointed"", ""effective_date"": ""2023-06-16"", ""reason"": null, ""is_independent"": null}], ""auditor_changes"": [], ""credit_rating_changes"": []}","3/77Z7
BHARAT ELECTRONICS
W?T ÿ
cfÿTftcRT fa
f
ifcg
Phiroze Jeejeebhoy Towers
ÿftpft Dalai Street
Mumbai - 400 001
t/ To,
ÿ
TTÿ
fÿr. BSE Ltd.
(TTTÿ
T W9
C
T7 cPT vJWT, H-
r
tleW)
cbmiciy :
3TT\3cf7 ft*T HI'HKI, tplcj* - 560 045, TTR<T
Bharat Electronics Limited
(Govt, of India Enterprise, Ministry o",ok,
500049,Bharat Electronics Limited,016e24e4-0092-4bf5-bf83-60ecccd5e398,"Intimation of Appointment of Director (Human Resources):  Regulation 30(2) of SEBI (LODR) Regulations, 2015.",Change in Directorate,"{""director_changes"": [{""name"": ""Nagarajan Vikraman"", ""event"": ""appointed"", ""effective_date"": ""2023-06-01"", ""reason"": ""unstated"", ""is_independent"": null}], ""auditor_changes"": [], ""credit_rating_changes"": []}","mZcT gcJchgfPlcKJ
yRai $/ To,
BSE Ltd.
RiClÿt 4141«l I-4 iN<f
Phiroze Jeejeebhoy Towers
wrt Dalai Street
Mumbai - 400 001
BHARAT ELECTRONICS
iTRcf ÿefaÿ
ftcRT
(irmr ÿrcpr cpi wera)
cpratc
T
O :
3TF3cT7 fifrr TT3, HI'NWI, #ÿÿ7 - 560 045, 1TT3
Bharat Electronics Limited
t. No. 17565/4/SE/MUMC/SEC
fÿ
T",ok,
500049,Bharat Electronics Limited,3ce7aa29-3d05-43e2-84ad-952b7aace0cf,Intimation of Credit Rating.,Credit Rating,"{""director_changes"": [], ""auditor_changes"": [], ""credit_rating_changes"": [{""agency"": ""ICRA"", ""rating_old"": null, ""rating_new"": ""AAA"", ""outlook_old"": null, ""outlook_new"": ""Stable"", ""effective_date"": ""2024-03-01"", ""direction"": ""reaffirmed""}, {""agency"": ""ICRA"", ""rating_old"": null, ""rating_new"": ""A1+"", ""outlook_old"": null, ""outlook_new"": ""Stable"", ""effective_date"": ""2024-03-01"", ""direction"": ""reaffirmed""}]}","ÿfcTST #/ To,
f%. / BSE Ltd.
Phiroze Jeejeebhoy Towers
*ftz/ Dalai Street
Mumbai - 400 001
ti.No. 17565/4/SE/MUMC/SEC
f
cm / Date: 07.03.2023
WiW,
Dear Sir/Madam,
Sub: Intimation of Credit Rating.
3/7YFT
BHARAT ELECTRONICS
TNcI ÿ
cfÿ
fcRT fc#Tÿ5
(iTRcT FTcfHY cm WÿT, 7STT W)
Mÿ
d cPRjfeRT :
3TTvTS7 ",ok,
500049,Bharat Electronics Limited,d94b6da6-3ebc-4e1b-a650-ce711b0bd83f,Intimation of Appointment of Director (Finance),Change in Directorate,"{""director_changes"": [{""name"": ""SREENIVAS SRIPADA"", ""event"": ""appointed"", ""effective_date"": null, ""reason"": null, ""is_independent"": null}, {""name"": ""Mr Damodar Bhattad S"", ""event"": ""appointed"", ""effective_date"": ""2023-01-11"", ""reason"": null, ""is_independent"": null}], ""auditor_changes"": [], ""credit_rating_changes"": []}","SREENIVAS SRIPADA
Digitally signed by SREENIVAS SRIPADA 
DN: c=IN, o=BHARAT ELECTRONICS LIMITED, 
2.5.4.20=2785c3f8889288c5c03452d0f6bfbd07ecfa7416298e4d510fd5354c33bb0aa
8, ou=SECRETARIAT,CID - 6840256, postalCode=560045, st=Karnataka, 
serialNumber=8da16a32e5cf7b4693c748a3f167cf33b9870c0132bad61e7",ok,
500049,Bharat Electronics Limited,b32df338-137c-4b43-968d-b71ec2d99fa8,Intimation of Appointment of Part - time Official Director (Non Executive-Government Nominee Director).,Change in Directorate,"{""director_changes"": [{""name"": ""Mr T Natarajan"", ""event"": ""appointed"", ""effective_date"": ""2023-01-02"", ""reason"": null, ""is_independent"": null}], ""auditor_changes"": [], ""credit_rating_changes"": []}","WxTcT
srf%mif/To,
ÿhrÿrf fÿr. bse Ltd.
Phiroze Jeejeebhoy Towers
Dalai Street
jprf Mumbai - 400 001
BHARAT ELECTRONICS
TRcT $c)ÿlP|cR| fc#TÿS
t. No. 17565/4/SE/MUMC/SEC
fÿ
TTÿ / Date: 03.01.2023
(
T
O cfTf 7STT 
T
Ol)
cbmieJiJ :
3TFT£? fÿ
T Tÿ
, HI»NKI, . 560 045, ""HRcf
Bharat Electronics Limited
(G",ok,
500049,Bharat Electronics Limited,04f00224-6f75-44c1-aee9-532879ee26da,Intimation of Cessation of Part - time Official Director.,Cessation,"{""director_changes"": [{""name"": ""Anurag Bajpai"", ""event"": ""ceased"", ""effective_date"": ""2022-12-23"", ""reason"": ""regulatory_age"", ""is_independent"": null}], ""auditor_changes"": [], ""credit_rating_changes"": []}","HTZcT $cJcrg/fiicjxi
/To,
f%. /BSE Ltd.
BHARAT ELECTRONICS
4141ÿn sTÿif/
Phiroze Jeejeebhoy Towers
ÿTFTÿf
t
e/ Dalai Street
Tÿi/ Mumbai - 400 001
(TRcT TRcJTR cJTT WeRl)
t. No. 17565/4/SE/MUMC/SEC
fÿ
TW / Date: 23.12.2022
3TfXje7 fÿT -1MNKI
, e)<lcÿ - 560 045, TTTcT
Bharat Electronics Limited
(Govt,",ok,
500049,Bharat Electronics Limited,2bc69d0f-1679-4be5-a53f-22f964861c3f,Intimation of Change in Directorate - Regulation 30(2) of SEBI (LODR) Regulations 2015.,Change in Directorate,"{""director_changes"": [{""name"": ""Bhanu Prakash Srivastava"", ""event"": ""appointed"", ""effective_date"": ""2022-11-01"", ""reason"": null, ""is_independent"": null}, {""name"": ""Vinay Kumar Katyal"", ""event"": ""appointed"", ""effective_date"": ""2022-11-01"", ""reason"": null, ""is_independent"": null}, {""name"": ""Manoj Jain"", ""event"": ""appointed"", ""effective_date"": ""2022-11-01"", ""reason"": null, ""is_independent"": null}], ""auditor_changes"": [], ""credit_rating_changes"": []}","m?cT
ÿ
t/ To,
BSE Limited
25ff z
f
a$,
251h Floor, P J Towers, Dalai Street,
400001,
Mumbai- 400001, Maharashtra.
BHARAT ELECTRONICS
ÿ
cfÿtfWcRT felfaciÿ
(WÿT Hi<b\i cm \J£R, TSTT WcTU)
MÿTlÿd cFRlteFI :
3TTÿ
7 fÿ
T itS, HI'NKI, ÿ
TcÿT - 560 045, ""HTTcf
Bharat Electronics Limited
t. No.l7565/6/SE/BS",ok,
500049,Bharat Electronics Limited,02dc7148-bcb2-435f-a0fb-b732b7c6430e,"Pursuant to Regulation 30(2) of SEBI (LODR) Regulations, 2015 we wish to inform that Shri Dinesh Kumar Batra (DIN: 08773363), Chairman & Managing Director - Additional Charge, Director ....",Cessation,"{""director_changes"": [{""name"": ""Dinesh Kumar Batra"", ""event"": ""ceased"", ""effective_date"": ""2022-10-31"", ""reason"": ""regulatory_age"", ""is_independent"": null}], ""auditor_changes"": [], ""credit_rating_changes"": []}","VTTcT $o)cte/PicM
BHARAT ELECTRONICS
t/ To,
Jtwi 
f
o./BSE Ltd.
RrClÿl 41 4m FT dN<J
Phiroze Jeejeebhoy Towers
Dalai Street
Mumbai - 400 001
(*TRcT ÿRcPR cm vJSTR, *T?fToPl)
Mvÿlÿd chmidiJ :
3TT3ÿ7 fÿ
T its, HI'NKI, - 560 045, Wc?
Bharat Electronics Limited
(Govt, of India Enterprise, Ministry of De",ok,
500049,Bharat Electronics Limited,865e16f4-dbb5-42b7-b39f-33eb101a578c,"Intimation of Appointment of Director (Research & Development): Regulation 30(2) of SEBI (LODR) Regulations, 2015.",Change in Directorate,"{""director_changes"": [{""name"": ""Manoj Jain"", ""event"": ""appointed"", ""effective_date"": ""2022-09-26"", ""reason"": null, ""is_independent"": null}], ""auditor_changes"": [], ""credit_rating_changes"": []}","SREENIVAS 
SRIPADA
Digitally signed by SREENIVAS SRIPADA 
DN: c=IN, o=BHARAT ELECTRONICS LIMITED, 
2.5.4.20=2785c3f8889288c5c03452d0f6bfbd07ecfa7416
298e4d510fd5354c33bb0aa8, ou=SECRETARIAT,CID - 
6840256, postalCode=560045, st=Karnataka, 
serialNumber=8da16a32e5cf7b4693c748a3f167cf33b98
70c0132bad6",ok,
500049,Bharat Electronics Limited,6c05882f-6425-4d47-967b-8ed8ddc3ff86,"Assigned Additional Charge for the post of Director (Human Resource) of the Company to Shri Dinesh Kumar Batra, Director (Finance) & CFO w.e.f 01.09.2022 till 31.10.2022.",General,"{""director_changes"": [{""name"": ""Shri Dinesh Kumar Batra"", ""event"": ""appointed"", ""effective_date"": ""2022-09-01"", ""reason"": null, ""is_independent"": null}], ""auditor_changes"": [], ""credit_rating_changes"": []}","srfcT'To,
BSE L'm'ted
2Sf' tfwf, sM, ÿ
ttÿt *fte'
251h F'oor, P J Towers, Da'a' Street,
f- 400001, wrtÿ§
ÿ
'
Mumba'- 400001, Maharashtra.
No.'7565'6'SE'BSEC'SEC
fÿrNr Date: 02.09.2022
Trfnÿr ' w'ÿrr,
Dear S'r'Madam,
m?cr $atcfgrt
cF&
BHARAT ELECTRON'CS
TNcf ÿe'4ÿP'cHH
(ÿTTTcT ÿRcfTR cFTT ÿ
SFT, Y5TT",ok,
500049,Bharat Electronics Limited,a748bf04-90cb-44f0-aa08-07216565e76e,"Assigned Additional Charge for the posts of Chairman & Managing Director and Director (Marketing) of the Company to Shri Dinesh Kumar Batra, Director (Finance) w.e.f 01.09.2022 till 31.10.2022 ....",General,"{""director_changes"": [{""name"": ""Shri Dinesh Kumar Batra"", ""event"": ""appointed"", ""effective_date"": ""2022-09-01"", ""reason"": null, ""is_independent"": null}, {""name"": ""Shri Vinay Kumar Katyal"", ""event"": ""appointed"", ""effective_date"": ""2022-09-01"", ""reason"": null, ""is_independent"": null}], ""auditor_changes"": [], ""credit_rating_changes"": []}","ÿrfcT/ To,
4t.TiiT.-t. Rif
f
e/ BSE Limited
25ÿt *ifÿRT, it.%. ElM, ÿTP?r
25{h Floor, P J Towers, Dalai Street,
Tj«rf- 400001, H£KI£
Mumbai- 400001, Maharashtra.
t. N0.17565/6/SE/BSEC/SEC
Date: 01.09.2022
Dear Sir/Madam,
VJTZcf gelctClMcttr
BHARAT ELECTRONICS
TRcT ÿelcÿlPlcH-l
(WcT TOR Cfi] \JSFf, Y",ok,
500049,Bharat Electronics Limited,0dc4b731-872a-4872-af3d-c2bff0c8316c,"Intimation of Retirement of Directors - Regulation 30(2) of SEBI (LODR) Regulations, 2015.",Cessation,"{""director_changes"": [{""name"": ""Mrs. Anandi Ramalingam"", ""event"": ""ceased"", ""effective_date"": ""2022-08-31"", ""reason"": ""regulatory_age"", ""is_independent"": null}, {""name"": ""Mr. Rajasekhar M V"", ""event"": ""ceased"", ""effective_date"": ""2022-08-31"", ""reason"": ""regulatory_age"", ""is_independent"": null}], ""auditor_changes"": [], ""credit_rating_changes"": []}","HTYcT $ cj cfg/Pf ctti
BHARAT ELECTRONICS
*TR?T ÿelcfÿPichH
3TfÿST t/To,
1%. / BSE Ltd.
fÿrtw 4141 ci i-q
Phiroze Jeejeebhoy Towers
ÿTRTÿflc:/ Dalai Street
*j«r|/ Mumbai - 400 001
(*TRcT 'fRcfjR cfTT T5TT HÿMÿl)
cbwicKi :
3TTÿ
f fÿ
T TTS, HHMKI, - 560 045, HRcf
Bharat Electronics Limited
tf. No. 175",ok,
500049,Bharat Electronics Limited,867bb0ce-21a8-4062-bd1d-3dbe066cd563,"Pursuant to Regulation 30(2) of SEBI (LODR) Regulations, 2015 we wish to inform that Ministry of Defence, Government of India vide its MoD/DDP letter No. 19(1)/2020-D(BEL) dated 23rd June ....",Change in Directorate,"{""director_changes"": [{""name"": ""Dr. Binoy Kumar Das"", ""event"": ""appointed"", ""effective_date"": ""2022-07-04"", ""reason"": null, ""is_independent"": null}], ""auditor_changes"": [], ""credit_rating_changes"": []}","y
f
imn/To,
BSE Ltd.
Phiroze Jeejeebhoy Towers
Dalai Street
*j«rf Mumbai - 400 001
t. No. 17565/4/SE/MUMC/SEC
/ Date: 05.07.2022
,w?c7 gclcfglRichU
BHARAT ELECTRONICS
TRcf ÿelclÿPlcHH
(WcT cm VJÿFT, 75TT Wl)
Hÿÿ)d cfTRjfcTO :
3TTvJ27 fÿ
T ÿMNKI, ÿ,loJX - 560 045, ÿKcl
Bharat Electronics Limited
(Gov",ok,
500049,Bharat Electronics Limited,8622b21d-c145-4b0a-ae70-068e6c94001c,"Pursuant to Regulation 30(2) of SEBI (LODR) Regulations, 2015, we hereby inform that as informed by DRDO, Bengaluru, vide its communication dated 05th May, 2022, Ms. Manjula Jillellamudi, ....",Cessation,"{""director_changes"": [{""name"": ""Ms. Manjula Jillellamudi"", ""event"": ""ceased"", ""effective_date"": ""2022-05-01"", ""reason"": ""regulatory_age"", ""is_independent"": null}], ""auditor_changes"": [], ""credit_rating_changes"": []}","mrcT
BHARAT ELECTRONICS
/To,
fpr?rff%. BSE Ltd.
Pfcffa- d.ici4
Phiroze Jeejeebhoy Towers
Dalai Street
*j«rf Mumbai -400 001
(
""HNcT TRtf>R tUT vJÿR, 
T
OT
cjjpjto
r
a :
3TT3ÿ
T fÿ
J its, HI*MW, - 560 045, H
T
Ccf
Bharat Electronics Limited
(Govt, of India Enterp
r
ise, Ministry of Defence)
Registere",ok,
500049,Bharat Electronics Limited,182b4d97-f46b-4a44-8fab-bafef6f3edcd,"Intimation of Appointment of Director (Other Units):  Regulation 30(2) of SEBI (LODR) Regulations, 2015.",Change in Directorate,"{""director_changes"": [{""name"": ""Bhanu Prakash Srivastava"", ""event"": ""appointed"", ""effective_date"": ""2022-04-20"", ""reason"": null, ""is_independent"": null}], ""auditor_changes"": [], ""credit_rating_changes"": []}","*WT7cT felcl&PichU
BHARAT ELECTRONICS
ÿJTNcT foifti-s
t/ To,
BSE Ltd.
[Vm 4141ÿ1ÿ ziwA
Phiroze Jeejeebhoy Towers
ÿcTRT Dalai Street
Mumbai - 400 001
(WcT *Hd>U tJ>T vjgjrf, 75TT ÿlÿlelti)
Mu
f
l<J>d cUFltera :
3TM5T7 fÿr ÿ5 WFTRT, - 560 045, WcT
Bharat Electronics Limited
(Govt, of India Enterprise,",ok,
540678,COCHIN SHIPYARD LIMITED,f5af7241-cae6-4302-abde-0d53e4674cca,Completion of term of Independent Directors,Change in Directorate,"{""director_changes"": [{""name"": ""Smt. Amrapali Prashant Salve"", ""event"": ""ceased"", ""effective_date"": ""2024-11-21"", ""reason"": ""term_ended"", ""is_independent"": true}, {""name"": ""Shri Nahar Singh Maheshwari"", ""event"": ""ceased"", ""effective_date"": ""2024-11-21"", ""reason"": ""term_ended"", ""is_independent"": true}, {""name"": ""Shri Ashok Sharma"", ""event"": ""ceased"", ""effective_date"": ""2024-11-21"", ""reason"": ""term_ended"", ""is_independent"": true}, {""name"": ""Shri Venkatesan M"", ""event"": ""ceased"", ""effective_date"": ""2024-11-21"", ""reason"": ""term_ended"", ""is_independent"": true}, {""name"": ""Shri Abhijit Biswas"", ""event"": ""ceased"", ""effective_date"": ""2024-11-21"", ""reason"": ""term_ended"", ""is_independent"": true}], ""auditor_changes"": [], ""credit_rating_changes"": []}","SEC/48/2017-63 
         November 21, 2024 
 
The Manager 
Compliance Department 
BSE Limited 
Phiroze Jeejeebhoy Tower 
Dalal Street 
Mumbai – 400 001 
The Manager 
Compliance Department 
The National Stock Exchange of India Ltd. 
Exchange Plaza 
Bandra – Kurla Complex, Bandra (East) 
Mumbai – 400 ",ok,
540678,COCHIN SHIPYARD LIMITED,baeeb600-3cb7-415d-b793-8c33dd6dabc9,"The intimation w.r.t the resignation of Shri Prithiviraj Harichandan, Independent Director is attached herewith.",Resignation of Director,"{""director_changes"": [{""name"": ""Shri Prithiviraj Harichandan"", ""event"": ""resigned"", ""effective_date"": ""2024-05-02"", ""reason"": ""personal"", ""is_independent"": true}], ""auditor_changes"": [], ""credit_rating_changes"": []}","SEC/48/2017-63 
May 02, 2024 
 
 
The Manager 
Compliance Department 
BSE Limited 
Phiroze Jeejeebhoy Tower 
Dalal Street 
Mumbai – 400 001 
The Manager 
Compliance Department 
The National Stock Exchange of India Ltd. 
Exchange Plaza 
Bandra – Kurla Complex, Bandra (East) 
Mumbai – 400 051 
Scrip C",ok,
